Fecha;Sexo;Área o sector de donde proviene?;Área o dependencia donde fue atendido:;Nombre del  funcionario que lo atendió:;quitar espacios;estandarizar (mayus o minus);quitar tildes;Combinado;¿Cuánto tiempo tuvo que esperar para ser atendido?;¿Cómo fue el trato y la atención que recibió por parte del funcionario que lo atendió?;¿Cómo califica su satisfacción respecto de la información suministrada?;¿Las instaciones donde fue atendido son cómodas y seguras?;¿Los horarios de atención al público son puntuales, adecuados y respetados?;¿Cómo calificaría su nivel de satisfacción, frente a la prestación de servicios de la Alcaldía?;Comentarios o Sugerencias;Edad;¿Pertenece a un grupo Poblacional con enfoque diferencial ?;Ejertcicio 1.1;Ejertcicio 1.2;Ejertcicio 1.3;Ejertcicio 2.1;Ejertcicio 2.2
12/20/2023 07:43:44 PM;Hombre;Urbana    ;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/20/2023 04:03:45 PM;Hombre;Rural    ;Comisaría de Familia;Nancy rojas Nubia carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
12/20/2023 01:23:58 PM;Mujer;Rural    ;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 10 a 20 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
12/19/2023 02:07:08 PM;Hombre;Rural;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/18/2023 08:58:39 PM;Mujer;Rural    ;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/18/2023 08:48:27 PM;Hombre;Urbana;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/18/2023 04:05:52 PM;Hombre;Rural;Inspección de policia;Cristina velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/18/2023 03:32:23 PM;Mujer;Rural;Inspección de policia;Cristina velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/18/2023 02:27:28 PM;Mujer;Rural;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/18/2023 01:37:19 PM;Hombre;Urbana;Comisaría de Familia;Nancy Rojas Nubia carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
12/11/2023 14:09;Mujer;Rural;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/05/2023 16:37;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
12/05/2023 16:26;Hombre;Rural;Secretaria de Minas y ambiente;Marina Neme;Secretaria de Minas y ambiente;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de Minas y ambiente;secretaria de minas y ambiente
12/05/2023 16:24;Hombre;Rural;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;Mayor de 60 Años (Adulto Mayor);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/05/2023 16:12;Mujer;Urbana;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/05/2023 16:08;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
12/05/2023 16:06;Mujer;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
12/04/2023 21:20;Hombre;Rural;Secretaria de Planeación;Laura Calderon;Secretaria de Planeación;SECRETARIA DE PLANEACIÓN;SECRETARIA DE PLANEACION;SECRETARIA DE PLANEACION;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Laura;Calderon;LAURA CALDERON;Secretaria de Planeación;secretaria de planeación
12/04/2023 15:44;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
12/04/2023 14:41;Hombre;Rural;Secretaria de Minas y ambiente;Marina Neme;Secretaria de Minas y ambiente;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de Minas y ambiente;secretaria de minas y ambiente
12/04/2023 13:37;Hombre;Rural;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
12/01/2023 20:41;Mujer;Rural;Secretaria de Minas y ambiente;Marina Neme;Secretaria de Minas y ambiente;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de Minas y ambiente;secretaria de minas y ambiente
11/30/2023 08:10:06 PM;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 10 a 20 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
11/30/2023 05:04:20 PM;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
11/30/2023 03:21:20 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
11/30/2023 03:18:22 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
11/29/2023 02:00:54 PM;Hombre;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
11/28/2023 04:31:58 PM;Hombre;Rural;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
11/27/2023 09:01:01 PM;Hombre;Rural;Secretaria de Planeación;Laura Calderon;Secretaria de Planeación;SECRETARIA DE PLANEACIÓN;SECRETARIA DE PLANEACION;SECRETARIA DE PLANEACION;1 hora o más;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Laura;Calderon;LAURA CALDERON;Secretaria de Planeación;secretaria de planeación
11/23/2023 04:50:39 PM;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
11/22/2023 02:47:52 PM;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
11/22/2023 02:30:22 PM;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
11/21/2023 03:46:07 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 20 a 30 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
11/21/2023 02:37:19 PM;Hombre;Rural;Secretaria de Minas y ambiente;Marina Neme;Secretaria de Minas y ambiente;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de Minas y ambiente;secretaria de minas y ambiente
11/21/2023 02:34:07 PM;Hombre;Rural;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
11/20/2023 02:41:54 PM;Mujer;Rural;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
11/17/2023 04:24:18 PM;Mujer;Rural;Comisaría de Familia;Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nubia;Carrillo;NUBIA CARRILLO;Comisaría de Familia;comisaría de familia
11/17/2023 04:20:47 PM;Hombre;Rural;Inspección de policia;Cristina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Cristina;Velasquez;CRISTINA VELASQUEZ;Inspección de policia;inspección de policia
11/15/2023 09:10:40 PM;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
11/14/2023 05:20:24 PM;Hombre;Rural;Secretaria de Planeación;Laura Calderon;Secretaria de Planeación;SECRETARIA DE PLANEACIÓN;SECRETARIA DE PLANEACION;SECRETARIA DE PLANEACION;De 1 a 10 Minutos;Regular;Buena;Buena;Si;Mala;Ninguna;27-59 Años (Adulto);Ninguna;Laura;Calderon;LAURA CALDERON;Secretaria de Planeación;secretaria de planeación
11/14/2023 01:55:25 PM;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
11/08/2023 21:32;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
11/08/2023 16:35;Mujer;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
11/08/2023 13:34;Mujer;Rural;Comisaría de Familia;Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nubia;Carrillo;NUBIA CARRILLO;Comisaría de Familia;comisaría de familia
9/06/2023 15:44;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
9/05/2023 15:26;Hombre;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
9/05/2023 14:54;Hombre;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;1 hora o más;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
9/04/2023 20:58;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
9/04/2023 20:55;Hombre;Rural;Inspección de policia;Crstina Velasquez;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Crstina;Velasquez;CRSTINA VELASQUEZ;Inspección de policia;inspección de policia
08/23/2023 04:54:58 PM;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
08/14/2023 04:10:41 PM;Mujer;Urbana;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
08/14/2023 04:05:27 PM;Mujer;Urbana;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
07/28/2023 03:05:08 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 20 a 30 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
07/27/2023 02:51:36 PM;Mujer;Rural;Secretaria de Minas y ambiente;Marina Neme;Secretaria de Minas y ambiente;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;SECRETARIA DE MINAS Y AMBIENTE;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Marina;Neme;MARINA NEME;Secretaria de Minas y ambiente;secretaria de minas y ambiente
07/24/2023 05:17:06 PM;Hombre;Urbana;Inspección de policia;Alfonso Ahumada;Inspección de policia;INSPECCIÓN DE POLICIA;INSPECCION DE POLICIA;INSPECCION DE POLICIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Alfonso;Ahumada;ALFONSO AHUMADA;Inspección de policia;inspección de policia
07/21/2023 02:35:22 PM;Mujer;Rural;Sisben;Yilson Rojas;Sisben;SISBEN;SISBEN;SISBEN;De 10 a 20 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Yilson;Rojas;YILSON ROJAS;Sisben;sisben
07/13/2023 09:14:06 PM;Hombre;Ubate;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
07/13/2023 03:59:35 PM;Hombre;Rural;Secretaria de Hacienda;Nelly Perez;Secretaria de Hacienda;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;SECRETARIA DE HACIENDA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nelly;Perez;NELLY PEREZ;Secretaria de Hacienda;secretaria de hacienda
07/13/2023 03:34:53 PM;Mujer;Rural;Comisaría de Familia;Nancy Rojas Nubia carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
07/13/2023 03:28:41 PM;Mujer;Rural;Secretaria de Salud;Jorge Bello;Secretaria de Salud;SECRETARIA DE SALUD;SECRETARIA DE SALUD;SECRETARIA DE SALUD;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Jorge;Bello;JORGE BELLO;Secretaria de Salud;secretaria de salud
7/12/2023 15:53;Hombre;Rural;Comisaría de Familia;Nancy Rojas Nubia Carrillo;Comisaría de Familia;COMISARÍA DE FAMILIA;COMISARIA DE FAMILIA;COMISARIA DE FAMILIA;De 1 a 10 Minutos;Buena;Buena;Buena;Si;Buena;Ninguna;27-59 Años (Adulto);Ninguna;Nancy;Rojas;NANCY ROJAS;Comisaría de Familia;comisaría de familia
